viewer_id,subscription_start,subscription_status,months_subscribed,churned_after_show,age_group
V14485,2024-04-04,Active,6,,25-34
V14486,2022-10-02,Active,24,,25-34
V14487,2024-09-01,Cancelled,1,,45-54
V14488,2024-07-03,Active,3,,18-24
V14489,2024-04-04,Active,6,,55+
V14490,2024-04-04,Active,6,,35-44
V14491,2024-04-04,Active,6,,35-44
V14492,2022-10-02,Active,24,,35-44
V14493,2021-10-02,Cancelled,36,,35-44
V14494,2022-10-02,Paused,24,,55+
V14495,2023-10-02,Active,12,,18-24
V14496,2024-04-04,Cancelled,6,,45-54
V14497,2024-04-04,Active,6,,25-34
V14498,2023-10-02,Active,12,,25-34
V14499,2024-04-04,Active,6,,55+
V14500,2024-04-04,Cancelled,6,SH2050,25-34
V14501,2022-10-02,Active,24,,18-24
V14502,2024-04-04,Active,6,,45-54
V14503,2023-10-02,Paused,12,,25-34
V14504,2024-04-04,Active,6,,25-34
V14505,2024-04-04,Active,6,,25-34
V14506,2024-04-04,Active,6,,35-44
V14507,2024-07-03,Active,3,,25-34
V14508,2024-07-03,Active,3,,18-24
V14509,2024-04-04,Active,6,,35-44
V14510,2022-10-02,Active,24,,35-44
V14511,2022-10-02,Active,24,,35-44
V14512,2024-04-04,Active,6,,45-54
V14513,2024-07-03,Active,3,,25-34
V14514,2024-04-04,Active,6,,35-44
V14515,2023-10-02,Cancelled,12,,25-34
V14516,2024-04-04,Active,6,,45-54
V14517,2023-10-02,Active,12,,25-34
V14518,2024-04-04,Cancelled,6,,35-44
V14519,2024-04-04,Cancelled,6,,25-34
V14520,2024-09-01,Active,1,,35-44
V14521,2024-09-01,Active,1,,25-34
V14522,2024-09-01,Active,1,,25-34
V14523,2024-04-04,Active,6,,35-44
V14524,2023-10-02,Active,12,,18-24
V14525,2022-10-02,Active,24,,18-24
V14526,2022-10-02,Active,24,,35-44
V14527,2024-04-04,Active,6,,45-54
V14528,2024-04-04,Active,6,,55+
V14529,2022-10-02,Active,24,,25-34
V14530,2024-09-01,Cancelled,1,SH2009,18-24
V14531,2024-04-04,Active,6,,55+
V14532,2024-04-04,Active,6,,25-34
V14533,2024-07-03,Active,3,,18-24
V14534,2024-07-03,Active,3,,25-34
V14535,2024-04-04,Active,6,,55+
V14536,2024-07-03,Cancelled,3,,25-34
V14537,2024-07-03,Active,3,,25-34
V14538,2024-04-04,Active,6,,35-44
V14539,2024-04-04,Active,6,,25-34
V14540,2024-04-04,Active,6,,25-34
V14541,2024-07-03,Active,3,,35-44
V14542,2024-04-04,Cancelled,6,,25-34
V14543,2023-10-02,Cancelled,12,,45-54
V14544,2024-04-04,Active,6,,25-34
V14545,2021-10-02,Paused,36,,35-44
V14546,2022-10-02,Cancelled,24,,35-44
V14547,2024-04-04,Active,6,,18-24
V14548,2024-04-04,Active,6,,25-34
V14549,2022-10-02,Active,24,,18-24
V14550,2022-10-02,Active,24,,25-34
V14551,2024-04-04,Active,6,,55+
V14552,2023-10-02,Active,12,,35-44
V14553,2022-10-02,Active,24,,45-54
V14554,2024-07-03,Cancelled,3,,45-54
V14555,2024-07-03,Cancelled,3,,35-44
V14556,2024-04-04,Active,6,,25-34
V14557,2024-04-04,Active,6,,35-44
V14558,2024-04-04,Cancelled,6,,25-34
V14559,2022-10-02,Active,24,,35-44
V14560,2024-04-04,Active,6,,25-34
V14561,2024-04-04,Paused,6,,35-44
V14562,2024-09-01,Cancelled,1,SH2021,25-34
V14563,2023-10-02,Active,12,,18-24
V14564,2024-07-03,Active,3,,25-34
V14565,2024-04-04,Active,6,,25-34
V14566,2024-09-01,Active,1,,55+
V14567,2024-04-04,Cancelled,6,,45-54
V14568,2023-10-02,Active,12,,35-44
V14569,2024-07-03,Cancelled,3,,18-24
V14570,2024-09-01,Cancelled,1,,25-34
V14571,2024-04-04,Active,6,,35-44
V14572,2022-10-02,Active,24,,55+
V14573,2023-10-02,Cancelled,12,,25-34
V14574,2022-10-02,Active,24,,35-44
V14575,2024-09-01,Active,1,,35-44
V14576,2023-10-02,Active,12,,18-24
V14577,2024-04-04,Active,6,,25-34
V14578,2022-10-02,Cancelled,24,,18-24
V14579,2024-04-04,Active,6,,18-24
V14580,2023-10-02,Active,12,,25-34
V14581,2024-09-01,Active,1,,18-24
V14582,2024-07-03,Active,3,,35-44
V14583,2024-09-01,Active,1,,18-24
V14584,2022-10-02,Cancelled,24,,25-34
V14585,2024-09-01,Cancelled,1,SH2023,35-44
V14586,2022-10-02,Active,24,,45-54
V14587,2024-04-04,Cancelled,6,,25-34
V14588,2024-07-03,Active,3,,18-24
V14589,2024-04-04,Active,6,,35-44
V14590,2024-04-04,Active,6,,35-44
V14591,2024-04-04,Active,6,,55+
V14592,2021-10-02,Cancelled,36,SH2014,45-54
V14593,2024-09-01,Active,1,,35-44
V14594,2022-10-02,Cancelled,24,,18-24
V14595,2024-04-04,Active,6,,45-54
V14596,2023-10-02,Cancelled,12,SH2059,18-24
V14597,2024-04-04,Cancelled,6,,18-24
V14598,2024-07-03,Active,3,,18-24
V14599,2024-04-04,Active,6,,25-34
V14600,2023-10-02,Paused,12,,25-34
V14601,2023-10-02,Active,12,,25-34
V14602,2022-10-02,Paused,24,,25-34
V14603,2023-10-02,Active,12,,25-34
V14604,2024-07-03,Cancelled,3,SH2046,45-54
V14605,2023-10-02,Active,12,,35-44
V14606,2021-10-02,Active,36,,45-54
V14607,2022-10-02,Active,24,,35-44
V14608,2022-10-02,Paused,24,,25-34
V14609,2024-04-04,Active,6,,25-34
V14610,2023-10-02,Active,12,,25-34
V14611,2024-04-04,Active,6,,25-34
V14612,2024-04-04,Active,6,,25-34
V14613,2024-09-01,Active,1,,35-44
V14614,2023-10-02,Active,12,,18-24
V14615,2023-10-02,Active,12,,55+
V14616,2023-10-02,Active,12,,25-34
V14617,2024-04-04,Active,6,,18-24
V14618,2024-07-03,Cancelled,3,SH2001,35-44
V14619,2024-09-01,Active,1,,45-54
V14620,2023-10-02,Active,12,,25-34
V14621,2024-04-04,Active,6,,45-54
V14622,2023-10-02,Cancelled,12,,35-44
V14623,2023-10-02,Active,12,,18-24
V14624,2024-09-01,Active,1,,25-34
V14625,2024-07-03,Active,3,,55+
V14626,2024-07-03,Active,3,,18-24
V14627,2022-10-02,Active,24,,45-54
V14628,2024-07-03,Cancelled,3,SH2030,25-34
V14629,2024-07-03,Active,3,,45-54
V14630,2022-10-02,Paused,24,,55+
V14631,2024-09-01,Active,1,,18-24
V14632,2024-07-03,Cancelled,3,SH2031,45-54
V14633,2024-04-04,Active,6,,55+
V14634,2021-10-02,Paused,36,,55+
V14635,2023-10-02,Paused,12,,45-54
V14636,2024-04-04,Cancelled,6,,55+
V14637,2024-04-04,Active,6,,45-54
V14638,2021-10-02,Active,36,,25-34
V14639,2024-07-03,Active,3,,25-34
V14640,2023-10-02,Paused,12,,35-44
V14641,2024-04-04,Cancelled,6,SH2004,35-44
V14642,2022-10-02,Active,24,,25-34
V14643,2023-10-02,Active,12,,25-34
V14644,2023-10-02,Active,12,,18-24
V14645,2024-09-01,Active,1,,25-34
V14646,2023-10-02,Active,12,,25-34
V14647,2024-04-04,Active,6,,25-34
V14648,2021-10-02,Cancelled,36,,45-54
V14649,2024-04-04,Active,6,,35-44
V14650,2023-10-02,Cancelled,12,,35-44
V14651,2024-07-03,Cancelled,3,,35-44
V14652,2024-07-03,Cancelled,3,SH2028,55+
V14653,2024-07-03,Cancelled,3,,25-34
V14654,2021-10-02,Cancelled,36,,25-34
V14655,2024-07-03,Active,3,,25-34
V14656,2024-07-03,Active,3,,25-34
V14657,2024-04-04,Active,6,,25-34
V14658,2023-10-02,Active,12,,25-34
V14659,2024-04-04,Active,6,,35-44
V14660,2024-04-04,Active,6,,45-54
V14661,2021-10-02,Active,36,,35-44
V14662,2024-07-03,Active,3,,25-34
V14663,2023-10-02,Active,12,,55+
V14664,2024-04-04,Active,6,,45-54
V14665,2024-09-01,Active,1,,25-34
V14666,2024-07-03,Active,3,,18-24
V14667,2024-07-03,Active,3,,55+
V14668,2024-09-01,Active,1,,55+
V14669,2023-10-02,Active,12,,18-24
V14670,2023-10-02,Active,12,,35-44
V14671,2021-10-02,Active,36,,25-34
V14672,2023-10-02,Active,12,,35-44
V14673,2024-04-04,Active,6,,35-44
V14674,2021-10-02,Cancelled,36,,25-34
V14675,2024-07-03,Cancelled,3,,18-24
V14676,2023-10-02,Active,12,,45-54
V14677,2023-10-02,Active,12,,25-34
V14678,2022-10-02,Active,24,,35-44
V14679,2023-10-02,Cancelled,12,,35-44
V14680,2022-10-02,Cancelled,24,SH2047,35-44
V14681,2022-10-02,Active,24,,45-54
V14682,2024-07-03,Cancelled,3,,55+
V14683,2024-04-04,Cancelled,6,,35-44
V14684,2023-10-02,Active,12,,45-54
V14685,2024-07-03,Cancelled,3,,25-34
V14686,2024-07-03,Active,3,,25-34
V14687,2023-10-02,Active,12,,45-54
V14688,2024-07-03,Active,3,,45-54
V14689,2024-07-03,Active,3,,25-34
V14690,2024-04-04,Active,6,,35-44
V14691,2024-07-03,Active,3,,55+
V14692,2024-04-04,Active,6,,18-24
V14693,2022-10-02,Active,24,,35-44
V14694,2021-10-02,Active,36,,35-44
V14695,2024-04-04,Active,6,,45-54
V14696,2024-09-01,Active,1,,18-24
V14697,2022-10-02,Active,24,,35-44
V14698,2024-04-04,Active,6,,25-34
V14699,2024-04-04,Active,6,,25-34
V14700,2024-04-04,Active,6,,25-34
V14701,2021-10-02,Active,36,,25-34
V14702,2024-04-04,Cancelled,6,,18-24
V14703,2024-04-04,Active,6,,45-54
V14704,2024-04-04,Active,6,,45-54
V14705,2023-10-02,Cancelled,12,,35-44
V14706,2022-10-02,Active,24,,45-54
V14707,2023-10-02,Active,12,,35-44
V14708,2024-09-01,Active,1,,35-44
V14709,2021-10-02,Active,36,,35-44
V14710,2024-07-03,Active,3,,35-44
V14711,2023-10-02,Cancelled,12,SH2007,45-54
V14712,2023-10-02,Active,12,,25-34
V14713,2024-04-04,Active,6,,25-34
V14714,2022-10-02,Active,24,,18-24
V14715,2024-09-01,Cancelled,1,,55+
V14716,2024-04-04,Cancelled,6,,35-44
V14717,2023-10-02,Active,12,,25-34
V14718,2024-07-03,Active,3,,45-54
V14719,2022-10-02,Active,24,,25-34
V14720,2024-09-01,Active,1,,25-34
V14721,2024-04-04,Active,6,,18-24
V14722,2021-10-02,Active,36,,45-54
V14723,2024-04-04,Active,6,,45-54
V14724,2023-10-02,Active,12,,35-44
V14725,2024-09-01,Active,1,,55+
V14726,2024-09-01,Active,1,,55+
V14727,2024-07-03,Active,3,,35-44
V14728,2024-04-04,Active,6,,25-34
V14729,2024-09-01,Active,1,,35-44
V14730,2023-10-02,Active,12,,25-34
V14731,2024-09-01,Cancelled,1,,25-34
V14732,2024-09-01,Active,1,,25-34
V14733,2022-10-02,Cancelled,24,,45-54
V14734,2022-10-02,Active,24,,25-34
V14735,2023-10-02,Active,12,,25-34
V14736,2024-07-03,Active,3,,25-34
V14737,2024-07-03,Active,3,,45-54
V14738,2024-04-04,Cancelled,6,SH2000,25-34
V14739,2024-09-01,Active,1,,18-24
V14740,2024-04-04,Active,6,,55+
V14741,2024-04-04,Active,6,,45-54
V14742,2021-10-02,Active,36,,25-34
V14743,2024-09-01,Active,1,,35-44
V14744,2024-09-01,Active,1,,18-24
V14745,2023-10-02,Active,12,,18-24
V14746,2024-07-03,Active,3,,35-44
V14747,2024-04-04,Cancelled,6,SH2047,18-24
V14748,2024-07-03,Active,3,,45-54
V14749,2023-10-02,Active,12,,35-44
V14750,2024-04-04,Active,6,,25-34
V14751,2024-04-04,Cancelled,6,,25-34
V14752,2023-10-02,Paused,12,,25-34
V14753,2024-04-04,Cancelled,6,,45-54
V14754,2024-04-04,Active,6,,35-44
V14755,2022-10-02,Cancelled,24,,18-24
V14756,2024-04-04,Paused,6,,35-44
V14757,2024-04-04,Active,6,,35-44
V14758,2024-09-01,Cancelled,1,,45-54
V14759,2024-04-04,Cancelled,6,SH2046,25-34
V14760,2024-04-04,Active,6,,35-44
V14761,2024-07-03,Active,3,,18-24
V14762,2023-10-02,Cancelled,12,SH2008,25-34
V14763,2024-04-04,Paused,6,,25-34
V14764,2024-04-04,Active,6,,18-24
V14765,2024-04-04,Active,6,,35-44
V14766,2022-10-02,Active,24,,18-24
V14767,2023-10-02,Active,12,,35-44
V14768,2023-10-02,Active,12,,45-54
V14769,2022-10-02,Cancelled,24,,25-34
V14770,2022-10-02,Active,24,,45-54
V14771,2024-09-01,Active,1,,45-54
V14772,2023-10-02,Cancelled,12,SH2040,55+
V14773,2023-10-02,Active,12,,45-54
V14774,2024-07-03,Active,3,,25-34
V14775,2024-04-04,Active,6,,18-24
V14776,2024-04-04,Active,6,,35-44
V14777,2023-10-02,Active,12,,55+
V14778,2024-04-04,Cancelled,6,,18-24
V14779,2024-09-01,Active,1,,55+
V14780,2024-07-03,Active,3,,45-54
V14781,2024-04-04,Active,6,,18-24
V14782,2023-10-02,Active,12,,55+
V14783,2023-10-02,Active,12,,25-34
V14784,2022-10-02,Active,24,,45-54
V14785,2024-07-03,Cancelled,3,SH2035,35-44
V14786,2023-10-02,Cancelled,12,,55+
V14787,2024-04-04,Active,6,,25-34
V14788,2023-10-02,Active,12,,25-34
V14789,2024-04-04,Active,6,,55+
V14790,2023-10-02,Active,12,,45-54
V14791,2023-10-02,Active,12,,18-24
V14792,2024-09-01,Active,1,,45-54
V14793,2024-07-03,Active,3,,55+
V14794,2022-10-02,Active,24,,25-34
V14795,2024-09-01,Active,1,,18-24
V14796,2024-07-03,Active,3,,18-24
V14797,2024-09-01,Active,1,,35-44
V14798,2023-10-02,Active,12,,25-34
V14799,2024-04-04,Active,6,,25-34
V14800,2022-10-02,Paused,24,,35-44
V14801,2022-10-02,Active,24,,18-24
V14802,2021-10-02,Active,36,,35-44
V14803,2024-07-03,Active,3,,35-44
V14804,2024-04-04,Active,6,,25-34
V14805,2024-07-03,Paused,3,,45-54
V14806,2024-04-04,Active,6,,45-54
V14807,2024-07-03,Active,3,,25-34
V14808,2022-10-02,Active,24,,18-24
V14809,2024-04-04,Active,6,,35-44
V14810,2024-04-04,Active,6,,18-24
V14811,2024-09-01,Cancelled,1,SH2011,45-54
V14812,2023-10-02,Active,12,,35-44
V14813,2022-10-02,Active,24,,35-44
V14814,2024-04-04,Cancelled,6,SH2024,25-34
V14815,2022-10-02,Cancelled,24,SH2058,35-44
V14816,2022-10-02,Active,24,,45-54
V14817,2024-07-03,Active,3,,45-54
V14818,2024-04-04,Active,6,,35-44
V14819,2022-10-02,Active,24,,25-34
V14820,2024-04-04,Cancelled,6,SH2012,18-24
V14821,2024-07-03,Active,3,,18-24
V14822,2024-04-04,Active,6,,45-54
V14823,2024-09-01,Active,1,,25-34
V14824,2023-10-02,Active,12,,55+
V14825,2024-07-03,Active,3,,45-54
V14826,2024-04-04,Active,6,,25-34
V14827,2024-09-01,Paused,1,,35-44
V14828,2024-07-03,Active,3,,18-24
V14829,2023-10-02,Cancelled,12,,45-54
V14830,2024-07-03,Active,3,,35-44
V14831,2024-04-04,Active,6,,55+
V14832,2024-07-03,Active,3,,18-24
V14833,2024-07-03,Active,3,,35-44
V14834,2024-07-03,Active,3,,45-54
V14835,2024-07-03,Active,3,,25-34
V14836,2024-04-04,Cancelled,6,,18-24
V14837,2022-10-02,Active,24,,25-34
V14838,2024-04-04,Active,6,,45-54
V14839,2024-09-01,Active,1,,25-34
V14840,2024-07-03,Active,3,,25-34
V14841,2024-07-03,Active,3,,55+
V14842,2024-09-01,Active,1,,25-34
V14843,2022-10-02,Cancelled,24,SH2037,45-54
V14844,2024-07-03,Active,3,,25-34
V14845,2024-09-01,Active,1,,35-44
V14846,2024-09-01,Active,1,,25-34
V14847,2024-04-04,Active,6,,25-34
V14848,2021-10-02,Active,36,,55+
V14849,2024-09-01,Active,1,,25-34
V14850,2024-09-01,Active,1,,25-34
V14851,2021-10-02,Active,36,,35-44
V14852,2023-10-02,Active,12,,35-44
V14853,2024-07-03,Active,3,,25-34
V14854,2024-07-03,Active,3,,18-24
V14855,2022-10-02,Cancelled,24,SH2011,18-24
V14856,2024-07-03,Active,3,,25-34
V14857,2022-10-02,Cancelled,24,,25-34
V14858,2024-09-01,Active,1,,45-54
V14859,2024-04-04,Active,6,,35-44
V14860,2024-04-04,Active,6,,25-34
V14861,2024-04-04,Active,6,,45-54
V14862,2024-09-01,Cancelled,1,,35-44
V14863,2022-10-02,Active,24,,45-54
V14864,2024-07-03,Active,3,,35-44
V14865,2022-10-02,Cancelled,24,,35-44
V14866,2024-07-03,Paused,3,,25-34
V14867,2023-10-02,Active,12,,35-44
V14868,2024-04-04,Paused,6,,35-44
V14869,2022-10-02,Active,24,,35-44
V14870,2023-10-02,Active,12,,55+
V14871,2024-09-01,Active,1,,25-34
V14872,2024-09-01,Paused,1,,25-34
V14873,2024-04-04,Active,6,,35-44
V14874,2024-04-04,Active,6,,25-34
V14875,2024-04-04,Paused,6,,25-34
V14876,2024-04-04,Paused,6,,45-54
V14877,2021-10-02,Paused,36,,25-34
V14878,2023-10-02,Active,12,,25-34
V14879,2022-10-02,Active,24,,35-44
V14880,2023-10-02,Active,12,,45-54
V14881,2024-04-04,Active,6,,45-54
V14882,2024-04-04,Cancelled,6,,35-44
V14883,2022-10-02,Active,24,,25-34
V14884,2024-09-01,Cancelled,1,,18-24
V14885,2024-04-04,Active,6,,55+
V14886,2024-07-03,Active,3,,45-54
V14887,2023-10-02,Active,12,,35-44
V14888,2023-10-02,Cancelled,12,,45-54
V14889,2021-10-02,Active,36,,18-24
V14890,2024-04-04,Active,6,,18-24
V14891,2024-07-03,Active,3,,35-44
V14892,2024-09-01,Active,1,,18-24
V14893,2024-09-01,Active,1,,35-44
V14894,2021-10-02,Cancelled,36,SH2058,45-54
V14895,2023-10-02,Active,12,,55+
V14896,2024-04-04,Active,6,,18-24
V14897,2022-10-02,Paused,24,,25-34
V14898,2024-09-01,Active,1,,35-44
V14899,2023-10-02,Paused,12,,45-54
V14900,2022-10-02,Active,24,,25-34
V14901,2023-10-02,Active,12,,25-34
V14902,2024-07-03,Active,3,,35-44
V14903,2024-04-04,Active,6,,35-44
V14904,2024-07-03,Active,3,,25-34
V14905,2022-10-02,Cancelled,24,,35-44
V14906,2024-04-04,Active,6,,35-44
V14907,2024-04-04,Active,6,,25-34
V14908,2022-10-02,Active,24,,25-34
V14909,2021-10-02,Cancelled,36,,18-24
V14910,2024-07-03,Active,3,,35-44
V14911,2024-04-04,Active,6,,25-34
V14912,2024-07-03,Active,3,,25-34
V14913,2021-10-02,Active,36,,18-24
V14914,2023-10-02,Active,12,,18-24
V14915,2024-04-04,Paused,6,,25-34
V14916,2024-07-03,Active,3,,18-24
V14917,2024-09-01,Cancelled,1,SH2010,55+
V14918,2022-10-02,Paused,24,,35-44
V14919,2024-04-04,Active,6,,35-44
V14920,2024-04-04,Active,6,,18-24
V14921,2024-07-03,Active,3,,35-44
V14922,2023-10-02,Active,12,,25-34
V14923,2024-04-04,Cancelled,6,,25-34
V14924,2024-04-04,Active,6,,18-24
V14925,2023-10-02,Cancelled,12,,55+
V14926,2024-07-03,Active,3,,25-34
V14927,2024-04-04,Active,6,,45-54
V14928,2022-10-02,Active,24,,25-34
V14929,2024-09-01,Active,1,,25-34
V14930,2022-10-02,Active,24,,35-44
V14931,2024-04-04,Active,6,,55+
V14932,2023-10-02,Paused,12,,35-44
V14933,2023-10-02,Active,12,,35-44
V14934,2023-10-02,Cancelled,12,SH2053,45-54
V14935,2024-04-04,Active,6,,35-44
V14936,2024-07-03,Active,3,,25-34
V14937,2024-04-04,Active,6,,25-34
V14938,2022-10-02,Active,24,,18-24
V14939,2023-10-02,Active,12,,35-44
V14940,2021-10-02,Active,36,,35-44
V14941,2024-04-04,Active,6,,25-34
V14942,2024-07-03,Paused,3,,25-34
V14943,2024-04-04,Cancelled,6,,45-54
V14944,2023-10-02,Active,12,,45-54
V14945,2024-07-03,Active,3,,35-44
V14946,2023-10-02,Cancelled,12,,55+
V14947,2024-09-01,Active,1,,45-54
V14948,2021-10-02,Active,36,,25-34
V14949,2022-10-02,Active,24,,35-44
V14950,2024-04-04,Active,6,,35-44
V14951,2024-04-04,Active,6,,18-24
V14952,2024-07-03,Active,3,,35-44
V14953,2024-07-03,Active,3,,35-44
V14954,2023-10-02,Active,12,,25-34
V14955,2024-04-04,Active,6,,18-24
V14956,2022-10-02,Cancelled,24,,25-34
V14957,2022-10-02,Active,24,,35-44
V14958,2024-09-01,Active,1,,45-54
V14959,2024-04-04,Active,6,,55+
V14960,2023-10-02,Active,12,,35-44
V14961,2023-10-02,Cancelled,12,,55+
V14962,2023-10-02,Active,12,,45-54
V14963,2023-10-02,Cancelled,12,,25-34
V14964,2024-09-01,Active,1,,35-44
V14965,2023-10-02,Active,12,,35-44
V14966,2024-04-04,Active,6,,25-34
V14967,2022-10-02,Active,24,,18-24
V14968,2023-10-02,Active,12,,45-54
V14969,2022-10-02,Cancelled,24,,25-34
V14970,2023-10-02,Active,12,,18-24
V14971,2024-04-04,Active,6,,55+
V14972,2023-10-02,Active,12,,25-34
V14973,2021-10-02,Active,36,,45-54
V14974,2024-04-04,Cancelled,6,SH2058,35-44
V14975,2023-10-02,Active,12,,55+
V14976,2023-10-02,Paused,12,,25-34
V14977,2024-07-03,Active,3,,25-34
V14978,2024-09-01,Active,1,,45-54
V14979,2023-10-02,Active,12,,35-44
V14980,2024-04-04,Active,6,,35-44
V14981,2024-09-01,Active,1,,45-54
V14982,2024-09-01,Paused,1,,35-44
V14983,2021-10-02,Active,36,,35-44
V14984,2024-07-03,Cancelled,3,SH2011,25-34
V14985,2024-04-04,Active,6,,55+
V14986,2024-04-04,Cancelled,6,SH2032,25-34
V14987,2024-04-04,Cancelled,6,,25-34
V14988,2024-09-01,Active,1,,25-34
V14989,2024-04-04,Active,6,,55+
V14990,2024-09-01,Active,1,,35-44
V14991,2024-04-04,Cancelled,6,SH2003,25-34
V14992,2024-04-04,Active,6,,35-44
V14993,2024-09-01,Cancelled,1,SH2059,25-34
V14994,2024-04-04,Active,6,,55+
V14995,2024-09-01,Paused,1,,35-44
V14996,2023-10-02,Active,12,,25-34
V14997,2022-10-02,Cancelled,24,SH2055,25-34
V14998,2024-04-04,Active,6,,25-34
V14999,2024-07-03,Active,3,,25-34
